Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),BLOCK BALCONY_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK ROOM_3_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK LIVING_1_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK ROOM_1_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK ROOM_2_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK STORAGE_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK LIVING_2_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),BLOCK BATHROOM_F1 STOREY 0:Zone Mean Air Temperature [C](Hourly),HOT WATER LOOP:Plant Supply Side Heating Demand Rate [W](Hourly) 
 04/15  07:00:00,4.0,9.566698342357043,18.790113979237348,18.72604585258418,19.817120877893417,18.810123582750934,14.810487948640562,18.809036260293135,14.998459250195572,1565.6245510492743 
 04/15  08:00:00,4.7,10.185211712945689,21.335415057218034,21.311615524433763,22.392129465744448,21.409757254515364,14.780609216006312,21.19032975355757,14.92351453173843,7388.571025152173 
 04/15  09:00:00,5.3,11.716639963456445,22.808928080590296,22.5032466125378,23.591030550412623,24.24312823344703,14.848589978276943,22.66575526922209,14.892506890596489,1682.1446651007184 
 04/15  10:00:00,6.1,13.810181271049828,22.852878834008885,22.535060250558727,23.721958830010477,24.79985010588481,15.008537655087359,22.682197067663024,14.93342265627561,1168.705995027559 
 04/15  11:00:00,7.0,16.051856239454194,22.834960189185137,22.564637948451197,23.283762655151148,24.01048245445736,15.218492435541747,22.642129955699376,15.040748855221848,1219.334347384653 
 04/15  12:00:00,7.8,17.379764941525339,22.79977289825309,22.61635149441642,22.875855206288063,23.01995490466387,15.441089809844476,22.683142999439224,15.188709908859322,1460.4591964619956 
 04/15  13:00:00,7.3,18.248011705206019,22.850307408935139,22.66410945415651,23.059658132807578,22.69012977127159,15.65348941038762,22.71511040628976,15.348942012881656,1340.7304753139933 
 04/15  14:00:00,6.9,19.002254662723069,22.85057897580196,22.689898919682738,22.982612210515549,22.782779110663215,15.895396173806559,22.71645788950335,15.582666106731356,1184.502596752352 
 04/15  15:00:00,6.4,19.286121586040055,22.833276144556785,22.697838412813384,22.967001096747297,22.766855446158094,16.02961880890795,22.720930515309008,15.684646920805382,1473.134117286251 
 04/15  16:00:00,6.2,19.405399454556475,22.83618071792212,22.744602104327169,22.84968891734503,22.780547010495434,16.175983022900135,22.72729321878593,15.824651901200369,1230.40628320662 
 04/15  17:00:00,5.9,19.119974822736205,22.743123992522948,22.7074006447236,22.637553426924787,22.733926816179776,16.260658230767115,22.67759531225807,15.950652883154686,1396.6803731951222 
 04/15  18:00:00,5.7,18.205774478259028,22.18738376204201,22.131215154898404,21.95438288928891,22.20280474688694,16.228396117708486,22.065358311908257,15.973328320496752,0.0 
 04/15  19:00:00,5.6,16.846291351356898,21.393335582331458,21.474150923585758,20.830974012555659,21.472408222103174,16.132160948523404,21.195732493593704,15.964677883754455,0.0 
 04/15  20:00:00,5.6,15.584250124339756,20.563794693186759,20.870990606973984,19.850213379250396,20.741213406874335,16.01436900293461,20.31010639356814,15.932059836368634,0.0 
 04/15  21:00:00,5.5,14.629630316889147,19.934993911641514,20.32181609998364,19.01272929156212,20.187652781580508,15.898619009544622,19.667478598649983,15.881372122904147,56.9585161411765 
 04/15  22:00:00,5.3,13.553088113367995,19.14512729050305,19.67907739661121,19.698930787839744,19.53306520053052,15.724317000977914,18.95091320015547,15.781096466724753,362.3144248329434 
 04/15  23:00:00,5.0,12.705380530244487,18.753790598329556,19.126679188271817,19.919687625306066,19.026082125316479,15.56648315470722,18.826203343359496,15.684790310834515,500.19584664191657 
 04/15  24:00:00,4.8,11.908675105243312,18.84224843760836,18.799098166033255,19.01190868018426,18.807062199325498,15.380760287769869,18.83749876911058,15.551340068147465,1011.5029426661233 
 04/16  01:00:00,4.7,11.276011200102693,18.8310014698599,18.83345294579954,19.14983339334305,18.854135310231578,15.195215827091224,18.829169445124223,15.405454026352509,1339.3518753722014 
 04/16  02:00:00,4.7,10.770445855673639,18.782037869632395,18.82267924436967,18.889497008121159,18.823823328504266,15.01376479421144,18.800970685444839,15.254179245620407,1101.484756747292 
 04/16  03:00:00,4.6,10.264000892024312,18.797353411483856,18.746764357998396,19.280860537199549,18.813617929494034,14.774058689572506,18.804558896102458,15.004052521289888,1498.2698258144464 
 04/16  04:00:00,4.5,9.858708971529373,18.73463802703645,19.068140524979769,19.011828870984496,18.758214253075669,14.588824149196512,18.764773545800183,14.81751716234328,1047.8130949599067 
 04/16  05:00:00,4.3,9.508667985943289,18.79821811891994,19.00716285330119,19.313189906013315,18.81105806170462,14.415218443881653,18.79397874908563,14.680514177613708,1239.838775221341 
 04/16  06:00:00,4.2,9.194694209582977,18.747708524809466,19.00810082985163,19.275004510245794,18.76976376602832,14.244353623108662,18.763334399909018,14.528829190196533,1219.148905196042 
 04/16  07:00:00,5.1,9.123331591097675,18.754486380748035,18.842250811919347,19.18206782621683,18.774069435105234,14.097733019851756,18.768729381849807,14.37863809338919,1414.4012143468083 
 04/16  08:00:00,6.1,9.584192857500908,21.22566041652133,21.344456433783284,21.902644220957418,21.11506257955964,14.02039727697274,21.114354775622308,14.255636807478876,8129.52613898562 
 04/16  09:00:00,7.0,10.650859359316465,22.683364647536174,22.42584680103967,23.85872891633547,22.53541526150153,14.0513727323077,22.58436418576209,14.199029136634146,2388.8796148770616 
 04/16  10:00:00,8.4,12.34364445605351,22.757128119153575,22.503545079481474,24.10297633714096,22.71986356477666,14.233051215113463,22.656523811923916,14.238704014055945,1637.3929950875313 
 04/16  11:00:00,9.9,14.738970360868575,22.795262130698587,22.538621232786875,23.597653395073605,22.747189726759875,14.559860311171594,22.655258342292365,14.37816863525328,1530.084497432495 
 04/16  12:00:00,11.3,17.475244449919946,22.930295164007555,22.623969180650545,23.396977043038104,22.780472361474744,14.91700586187761,22.6941684017062,14.57010260383357,1218.6557138446224 
 04/16  13:00:00,11.3,20.195718437459307,23.079017150287134,22.68730844216038,23.714290452698039,22.76237507935749,15.261873249156118,22.720952131006979,14.787441079470705,1021.1267807758242 
 04/16  14:00:00,11.2,22.481995023396505,23.228835722348234,22.746554883726167,24.25625487377831,22.763775122696644,15.562111860750484,22.725468593012829,15.002455723214937,933.5759256857934 
 04/16  15:00:00,11.2,24.71029714713205,23.21856852263886,22.79062224918259,25.26438347266138,22.76877569729007,15.846282441514905,22.726358867274123,15.270080745751067,851.0890605129778 
 04/16  16:00:00,10.6,26.928540099433929,22.97417579790594,22.826842193575627,26.514598192777127,22.765786140425733,16.0664221961768,22.725112949781548,15.463668558759036,894.7077856057196 
 04/16  17:00:00,10.0,28.103664325655406,22.872433164966453,22.852132606830346,27.268002651559578,22.76421388697622,16.258450108083758,22.727218761869997,15.592441881763838,956.4079432131357 
 04/16  18:00:00,9.4,27.356465925603943,22.490356529988536,22.582526017526573,26.81698653197488,22.315381085059629,16.422976236682545,22.215122000112947,15.71013117871114,0.0 
 04/16  19:00:00,8.9,24.57624982041332,21.894024825315204,22.189147267997645,25.02975518019079,21.643589843409747,16.510524163054354,21.422249306247826,15.78917416666201,0.0 
 04/16  20:00:00,8.3,21.99708198880385,21.258027015778198,21.791767304434666,23.62971800976149,20.997439298627499,16.559336819656538,20.67198825854389,15.829259586145325,0.0 
 04/16  21:00:00,7.8,20.096249155583725,20.6789891805735,21.39036368078024,22.455403487460019,20.44172442819011,16.576614995136099,20.0268825944734,15.843139905856618,0.0 
 04/16  22:00:00,7.5,18.586548210577598,20.13476844998238,20.97225171652222,21.485380917088976,19.945223827874135,16.55448472847253,19.4568897571205,15.828868335879589,0.0 
 04/16  23:00:00,7.3,17.342967044476006,19.61471954296126,20.538561143312543,20.6305477566398,19.490803876672545,16.48912160714166,18.992392452691925,15.785837725588447,76.75077885936429 
 04/16  24:00:00,7.0,15.945246177635337,19.007216353757408,19.99327976717428,19.695940139760564,18.973480922250525,16.36633315081463,19.128070917894019,15.695183145237103,208.37752430923843 
 04/17  01:00:00,6.8,14.876921572505378,18.834872008434819,19.489373518894916,19.050159888634565,18.85975299182576,16.225588167830389,19.10792189919411,15.606185203764032,437.4471352446346 
 04/17  02:00:00,6.5,13.892830276632865,18.866094219604368,18.9725280176042,19.597453527866315,18.85985221138723,16.0328352071359,19.21994473495682,15.45836877317712,785.8138198780852 
 04/17  03:00:00,6.3,13.076437404646015,18.845178901325263,18.787044636718329,19.60272714240165,18.854273962923139,15.873222239534279,19.109758261379036,15.357675646264621,607.5173452151174 
 04/17  04:00:00,6.2,12.373637883485463,18.828991790197649,19.000262921114034,19.240071180384395,18.829917371729985,15.665956777188264,19.282778609949003,15.187406892766369,1114.8145766441987 
 04/17  05:00:00,6.1,11.863966163383099,18.80628600870678,18.937350584525036,18.93859048016993,18.814239202960186,15.518461212859642,19.228611896286716,15.09332889587489,692.5327907507499 
 04/17  06:00:00,6.0,11.318451521964367,18.79162744291282,18.94819632360271,19.146572047559379,18.799178142256897,15.339805362526186,18.772350160539085,14.967477093592823,1391.044090765731 
 04/17  07:00:00,7.1,11.214538060130068,18.820020127015526,18.89982541739667,19.155790787347067,18.828083884988375,15.215296540160077,18.788325215825208,14.866031115890707,1031.847838846002 
 04/17  08:00:00,8.1,11.936315869259401,21.3411498680916,21.497531103624366,21.83067659384168,21.42619687020401,15.169612862340126,21.20504124026362,14.787153948466397,7965.744755367336 
 04/17  09:00:00,9.2,13.446325127622212,23.52884031801933,22.53190401136017,24.482229704461607,23.602242198945395,15.245870225910139,22.72569919974411,14.784823946636643,1662.925384853417 
 04/17  10:00:00,10.6,15.291566925503873,23.86835080597462,22.582546626882935,25.08376931619492,23.819096429174889,15.439012523952698,22.73234378256387,14.868677542194775,856.1337813416114 
 04/17  11:00:00,12.0,17.006164042057088,23.254548415882604,22.60770608402356,24.483204458764715,23.037779944062686,15.715685174920694,22.68070479289621,15.030045606150543,949.7894060693075 
 04/17  12:00:00,13.4,18.072124351267335,22.77161740277319,22.66640328872007,23.68516236230734,22.696127571955715,15.98552193782005,22.710599131392518,15.217666456126468,1338.648226591689 
 04/17  13:00:00,14.3,19.429506495019838,22.91677150281037,22.72081415634036,23.448626061942357,22.822323439273928,16.325085000063888,22.78265708393045,15.458641410469192,1043.1917575096743 
 04/17  14:00:00,15.2,21.18170301712713,23.036738731327117,22.76720649246416,23.738153084897296,22.872558190591186,16.677036697071384,22.803726583115325,15.724065309019006,751.2142014442061 
 04/17  15:00:00,16.1,22.89280313053246,23.017167065480757,22.798688186056407,24.247862099708116,22.871629347861558,17.05706026584062,22.815900006112899,16.08501775611861,638.7651634963629 
 04/17  16:00:00,15.5,23.18447869288602,22.77576404904026,22.804269500018238,24.146521287274824,22.80765645715479,17.33938490481822,22.78386656097316,16.371543263390899,662.8367926402067 
 04/17  17:00:00,14.8,21.88984550573872,22.748300067972765,22.806101952654648,23.41155259434627,22.77547404511389,17.461247133653708,22.757910246861095,16.500465944564075,1171.4958564330373 
 04/17  18:00:00,14.2,20.432581341458527,22.546187539901994,22.436313199313888,22.498654264042693,22.406034939941116,17.527091023245676,22.322332176711237,16.630755957117118,0.0 
 04/17  19:00:00,14.0,19.30057464954896,22.04589163114467,21.98089659335071,21.80386286501757,21.897213851725597,17.567325884082586,21.709748151036817,16.738633788399889,0.0 
 04/17  20:00:00,13.9,18.301762385770205,21.507398605075648,21.58405882299327,21.144364303200594,21.38641301155551,17.59376478469038,21.082218831215678,16.876349261607069,0.0 
 04/17  21:00:00,13.7,17.497617617069606,21.089861121595737,21.217866709811284,20.598831303519114,21.014654545118064,17.593087651055876,20.65724358685095,16.925414015950389,0.0 
 04/17  22:00:00,13.5,16.85354348960949,20.6186347730416,20.868738707930875,20.136033514785859,20.61737968263922,17.58182158434944,20.16700067573738,17.00542433897608,0.0 
 04/17  23:00:00,13.2,16.298324247595077,20.29766961790292,20.529688827698366,19.70757544274543,20.343288549262817,17.547671706372048,19.882410158562249,17.01872233521864,0.0 
 04/17  24:00:00,13.0,15.814648219757736,19.858364232440846,20.19961147694613,19.334171060129969,19.983903904735983,17.492458637648356,19.461735874651308,17.044797293985299,0.0 
 04/18  01:00:00,12.5,15.313311864839296,19.522369495315389,19.866401991852706,19.01738172799734,19.704874164871919,17.416446240120569,19.17333335409186,17.032186660739528,49.41337764590347 
 04/18  02:00:00,11.9,14.715761312388285,19.141412067453584,19.493560054649579,19.34350798268356,19.390195008328953,17.31482490830411,19.039761398538006,16.9979982659914,276.4717031491185 
 04/18  03:00:00,11.4,14.181341130936591,19.116873421517476,19.156271867052749,19.26551690669389,19.08049384819342,17.206299107525419,19.014686975307784,16.948389360960925,199.1440899749319 
 04/18  04:00:00,11.1,13.703018718841666,19.221482469721069,19.057819023525185,19.351399517643246,19.062742282486086,17.09546858685803,19.13418057364647,16.885086266913257,618.968389128301 
 04/18  05:00:00,10.9,13.320513323353503,18.99578502233525,18.981588348371618,19.237848279903959,19.12254377743593,16.987047969850019,19.119669142636558,16.813207187738536,88.65701443522726 
 04/18  06:00:00,10.6,12.897613577778449,18.858346931382614,18.99084497627542,19.080294544457229,18.881365292905309,16.867679730452,18.861675843074275,16.746904060427597,800.4634930601858 
 04/18  07:00:00,10.2,12.657452952495709,18.803116686427708,18.842464324999506,18.965821451307723,18.832053193967224,16.756912022869736,18.82738896433242,16.66003380895462,397.79559185201097 
 04/18  08:00:00,9.8,12.732672008898826,21.299136868774715,21.380389949096853,21.80183081545316,21.20773162102694,16.688225708708467,21.29538088140503,16.596694399371857,8322.983600735328 
 04/18  09:00:00,9.4,13.205499291122277,23.739833813209729,23.92124743955889,24.35181346375307,22.788819384559475,16.680283612377264,22.83222450149011,16.562585090137465,1139.8414340731204 
 04/18  10:00:00,10.0,14.07100091710672,23.985439967448835,23.907461940011119,24.735844535871459,22.768136345831534,16.75437317243896,22.764510919244559,16.575149316490206,446.98465408032839 
 04/18  11:00:00,10.7,15.084427086002304,23.265402702402939,22.942257922349485,23.894729412818444,22.721586453127544,16.893922864442737,22.695356752006576,16.62662853135767,772.1299515651531 
 04/18  12:00:00,11.3,16.080917446707237,23.360611413498345,23.251996169932228,23.03057214267979,22.764374827587788,17.081954273218594,22.744468627793816,16.72576349055246,1004.6579874141349 
 04/18  13:00:00,11.3,17.714018594190354,23.777512740456559,23.133927316139706,23.080028681996337,22.858239363941164,17.338108164779944,22.824101038826023,16.852264108183474,395.83672372568648 
 04/18  14:00:00,11.3,20.174889225658434,23.782545571635269,22.77043492081195,23.648770000899213,22.866270114589495,17.59787936463441,22.832352545480128,17.00386710887256,642.7114348910748 
 04/18  15:00:00,11.3,22.639967854385966,23.72076152523383,22.82644309824671,24.56394739989604,22.855205085854136,17.811061180606214,22.822699239524636,17.148589778918724,636.5309154449258 
 04/18  16:00:00,10.7,24.803165218408517,23.480463184127517,22.870110076402406,25.65086271472776,22.844116517579825,17.970663115101794,22.812912085133858,17.27055828999474,598.4990089936431 
 04/18  17:00:00,10.0,25.903285690867237,23.07563168990042,22.866754190554738,26.248163453244044,22.82166272877853,18.07638366146748,22.796047429653834,17.357132990935278,646.5324471905844 
 04/18  18:00:00,9.4,25.613013684614054,22.547615787893017,22.612711707524043,26.08607997594524,22.44547024729198,18.10633410025716,22.363296801256895,17.393966891258395,0.0 
 04/18  19:00:00,9.2,23.34970003216294,21.943374180899807,22.2570805011045,24.601206054777309,21.8553767368647,18.089656437348823,21.6943824283228,17.4012424888898,0.0 
 04/18  20:00:00,9.0,21.051227315089894,21.32591080592779,21.86863912622394,23.32790757356459,21.246761928020815,18.02853818311167,20.981980615045886,17.369695334507698,0.0 
 04/18  21:00:00,8.8,19.387008995969319,20.823412388576807,21.47869844359738,22.307742298363345,20.778390511130163,17.951790736149897,20.458328346457998,17.311565092004988,0.0 
 04/18  22:00:00,8.6,18.049492877813149,20.324075974459129,21.07224123051884,21.4336332691038,20.324306606632228,17.843091509597433,19.954617730811628,17.230008029612745,0.0 
 04/18  23:00:00,8.3,16.925880715748116,19.831892616149778,20.650938248965564,20.65144531449252,19.893955251630904,17.699474990199744,19.49509267934144,17.123705689335563,0.0 
 04/18  24:00:00,8.1,15.948764145716654,19.29224475335385,20.214646837024053,19.941128614681984,19.43981423024978,17.50512835351637,19.007971224261135,16.95291901142717,24.943801034189386 
 04/19  01:00:00,7.7,14.83265956675663,19.136559218080909,19.67292909606438,19.14219971750323,18.979030310192557,17.26905202882469,19.091740503140885,16.767402356927197,250.86600596190983 
 04/19  02:00:00,7.2,13.970727525833468,19.071236407273017,19.182238539448464,19.020607567584347,18.84873799296971,17.042264473064209,19.12457063970416,16.617308247280968,372.2497352613027 
 04/19  03:00:00,6.8,13.113372488771019,19.274803701878065,19.094934194723885,19.052236700240564,18.86518771381208,16.7454767431018,19.179142987720469,16.36228188944076,717.030115509984 
 04/19  04:00:00,6.4,12.491654234160864,19.283780748789668,19.039176974418706,19.64781934004693,18.838696226316075,16.49075097610693,19.033463491488037,16.150548657517434,425.02558072768547 
 04/19  05:00:00,6.0,11.83356675954418,19.18405769591588,19.308621659533864,19.502725707376393,18.838891465715954,16.247937345437707,19.306831109974419,15.947933883361552,839.6881902956742 
 04/19  06:00:00,5.6,11.349731394104437,18.9666521201491,19.288961959077889,18.814316037943848,18.83428999308772,16.040481210972297,19.335806750703399,15.801111837438782,507.1730206775962 
 04/19  07:00:00,6.5,11.181650887360674,18.754819229859675,18.760772520539473,18.864780671797619,18.841335444129589,15.872241462030573,18.85662361389931,15.655457607337667,1181.600685596246 
 04/19  08:00:00,7.4,11.917531155696225,21.32794242474291,21.308643317999335,21.913059115442068,21.7311006195028,15.792718721862121,21.175448202594109,15.536988833845934,7875.548299363167 
 04/19  09:00:00,8.3,13.260552122407124,22.87322249006539,22.597449351615308,24.308498845031765,24.31788327465955,15.80012091000706,22.803091354716835,15.479996109079535,1438.0796699686841 
 04/19  10:00:00,9.6,14.87765715508888,22.861426624356179,22.563299346187418,24.86392298133181,25.35981963646902,15.89816472881563,22.73188157230835,15.501226472469149,1038.839084873062 
 04/19  11:00:00,11.0,17.333288788684475,22.94628283813052,22.629782406738526,24.576259321013205,25.142712376273179,16.063204551134065,22.656913190738508,15.60089800632906,996.9405227644162 
 04/19  12:00:00,12.3,20.33948953304681,23.356751015012696,22.71341010051651,24.663559785065645,24.117899589062067,16.2698822395427,22.709253377780639,15.763391015908202,773.1965393137691 
 04/19  13:00:00,12.2,23.0911039692109,23.903822687543014,22.75947229413483,25.15044112317562,23.203610980841789,16.51190843170411,22.73245245058567,16.00429853856969,654.4401171407669 
 04/19  14:00:00,12.2,24.744245174185399,24.250743374333657,22.80363585437988,25.569074200947939,22.81487971739626,16.730086698984708,22.75080293752284,16.180472527404129,765.5124656221535 
 04/19  15:00:00,12.1,26.572993052443896,24.298830906841105,22.8618417642069,26.501734527871933,22.82596914680034,16.962360766270615,22.76681178845991,16.364605060620894,688.9865877696527 
 04/19  16:00:00,11.4,28.519615916908273,24.038967246423355,22.890499132029718,27.72609584987839,22.848960747019757,17.204615939655115,22.767887311838345,16.60582968486969,593.2537992933951 
 04/19  17:00:00,10.7,29.574416464588979,23.638227625462464,22.907125729976188,28.428002199020033,22.83045663684541,17.381318005769278,22.76490498043441,16.716123954187869,611.5989068531022 
 04/19  18:00:00,10.0,28.74119730225432,23.104134548262949,22.74298378263141,27.962495484074215,22.494847041251693,17.525901225286306,22.31004417404376,16.81603492978229,0.0 
 04/19  19:00:00,9.6,26.02747255753327,22.527114711191005,22.450392481543937,26.242618615106794,21.940276612558276,17.593841747491639,21.603616235269,16.87173122567002,0.0 
 04/19  20:00:00,9.2,23.365995163624253,21.95153304242675,22.11867261556513,24.757849743677605,21.381808439957369,17.61577944030331,20.92211745021047,16.88689930601033,0.0 
 04/19  21:00:00,8.8,21.378917835750518,21.423630455187604,21.776000607593013,23.55187860169976,20.889733719562476,17.604490935987138,20.331035488331027,16.87322624793888,0.0 
 04/19  22:00:00,8.9,19.825354442190176,20.911270076901645,21.39721298939193,22.561419064636647,20.449760894826125,17.55955536697297,19.810802903418574,16.834495625732854,0.0 
 04/19  23:00:00,9.1,18.56624791136914,20.421654621869334,20.998796498619404,21.698666470632433,20.043588426794554,17.47580392135812,19.351953789206477,16.770376157488959,0.0 
 04/19  24:00:00,9.2,17.504695721357714,19.946052488920118,20.584901303134964,20.92977732351596,19.657725343901477,17.35777912574949,18.97469111856172,16.684149671066924,67.78943437066156 
 04/20  01:00:00,8.9,16.299042349197209,19.409266825107897,20.086929101509477,20.078779080052035,19.23672950126782,17.191626756057464,18.857349627801609,16.567505188050466,174.3963203396463 
 04/20  02:00:00,8.5,15.300019948501822,18.953344353893493,19.61259291791961,19.34584604304938,18.912455289618916,17.004818804763177,18.88267739926779,16.436514711837249,389.1928229922572 
 04/20  03:00:00,8.2,14.424869359246007,18.834642417108478,19.13862598458698,18.86326129525046,18.85683548949428,16.804604224771688,18.87715826585882,16.29882697485586,752.0883606293642 
 04/20  04:00:00,8.3,13.63052213016314,18.87597359562182,19.117543283672238,19.17403218018729,18.877779439977727,16.560616180894109,18.862496061415713,16.089939615553737,863.2433485648876 
 04/20  05:00:00,8.3,13.103010122677599,18.841549561992353,19.086091302570176,18.954837151703033,18.84350923725578,16.39278821002665,18.84719012257013,15.987265528300746,629.677731625796 
 04/20  06:00:00,8.4,12.53548375397458,18.848307128597459,19.27966965381841,19.59282343047814,18.854045776771728,16.14984539947701,18.844390119876068,15.784709436786113,1400.4403500344897 
 04/20  07:00:00,9.3,12.42685727446934,18.958505533456216,19.24377242206073,19.839994074351155,18.936472637963499,15.999620275456954,18.904438833995568,15.636236830451434,811.5476065570949 
 04/20  08:00:00,10.3,13.235565675330584,21.531436380130854,21.528063623480926,22.122558919969387,21.834992445759967,16.00081600457129,21.34538823874013,15.603682662712579,7233.490854143863 
 04/20  09:00:00,11.2,14.536614286903639,23.608217732206197,22.60867282947249,24.218798038281994,24.276595230278447,16.068178856278359,22.786128586008109,15.611672793007635,1364.3363890465432 
 04/20  10:00:00,12.5,16.135341080030647,24.04978102780283,22.629024413031766,24.793168026691455,25.318865621707205,16.220932728545188,22.753017420909857,15.691352091827602,771.6934170103003 
 04/20  11:00:00,13.7,18.543531575371646,23.915802699731179,22.678845008384408,24.68350724020017,25.219503555850275,16.43490985553223,22.69447560318366,15.845457217128115,806.5567910013234 
 04/20  12:00:00,15.0,21.577380665585019,24.09064205230109,22.7614830167244,24.979545415764169,24.325872464099569,16.68957180969208,22.743821047576064,16.058740355603498,664.6473038886606 
 04/20  13:00:00,16.0,24.35589818062999,24.49711226628165,22.80512211043611,25.643923399873239,23.68911989267675,17.02287241814703,22.80938761523627,16.328379197121529,531.4345966556014 
 04/20  14:00:00,17.1,25.940042537866483,24.679967519892185,22.83536039263104,26.065715232851859,23.267083039222564,17.399893326681967,22.84065798295734,16.62141952967395,456.8567943810749 
 04/20  15:00:00,18.1,26.24661913534391,24.536995460228839,22.855521060446664,26.043593192185573,23.040371741815329,17.72923970557251,22.85435195928971,16.880331782686129,395.8477988177981 
 04/20  16:00:00,17.2,26.6735131742188,24.38648389411002,22.874561900213047,26.23789831529254,22.91255009804983,18.132389557130965,22.852076137163153,17.288955861143369,311.5348336037897 
 04/20  17:00:00,16.3,27.464061361503189,24.14337024815345,22.920747147338817,26.693457815999385,22.917749946236098,18.305017218924804,22.82154022136024,17.42607701777639,470.1994471560146 
 04/20  18:00:00,15.4,27.77484499549401,23.725058162647338,22.78982648409771,26.96270652415735,22.65641950846301,18.4152121184317,22.460131896772368,17.54275036090915,0.0 
 04/20  19:00:00,14.5,25.601711918025094,23.207414649485643,22.553161916102359,25.602435522359515,22.217175331391016,18.485027147240964,21.874499544097895,17.653464975393175,0.0 
 04/20  20:00:00,13.6,23.28722489557871,22.689768793318487,22.25723876941601,24.403598432508294,21.774618282603535,18.490440132657637,21.308044125934449,17.703163264279458,0.0 
 04/20  21:00:00,12.7,21.507033689601216,22.205647030043413,21.950482535472685,23.40839126325128,21.370463813288205,18.472604436571556,20.803571938343685,17.724532116825054,0.0 
 04/20  22:00:00,13.0,20.16772095202746,21.754907100481576,21.60748524960307,22.60453532369164,21.010305557689937,18.429531095969545,20.368277335418406,17.71828904020424,0.0 
 04/20  23:00:00,13.4,19.102112789621964,21.319092020886534,21.24373295291339,21.902464764057343,20.670868567264628,18.35469164833974,19.97372932677377,17.683890585584267,0.0 
 04/20  24:00:00,13.7,18.219794631040565,20.902722252517198,20.875751894983247,21.28504292707876,20.355423582075056,18.255492451407194,19.623641498980409,17.62873323460277,0.0 
 04/21  01:00:00,14.0,17.511161831104759,20.44059045826748,20.516504839299509,20.749775181767164,20.008338770397186,18.12713442694567,19.23490662678129,17.534845597160478,0.0 
 04/21  02:00:00,14.2,16.888543444407806,20.06685541453825,20.164321994389029,20.265290168083909,19.729200849235764,18.006726043173204,19.03191850182715,17.449667878067595,28.34038614328602 
 04/21  03:00:00,14.5,16.22680395289735,19.68084216049067,19.769709359977598,19.763160560043546,19.44606567807999,17.876289888202867,19.06580122559879,17.36291878601679,52.35782470377118 
 04/21  04:00:00,14.4,15.697594730659642,19.381243281296827,19.424085632904466,19.32829513343763,19.221675119883395,17.770242035597879,19.0034075909864,17.308930496908368,0.0 
 04/21  05:00:00,14.2,15.308762459937843,18.986856187272776,19.13846945070992,18.95312983708677,18.948824110316914,17.626832292238423,19.139921967707644,17.2050251762567,211.23520784236067 
 04/21  06:00:00,14.1,14.811208791426278,19.05931379700968,19.063829207744989,19.06723175758841,18.915572678869368,17.51709552036431,19.211509375468464,17.130378998910353,590.9808983269754 
 04/21  07:00:00,14.6,14.57027684785498,19.235271156165444,19.03311903210814,19.078777922278037,19.01831744491604,17.42556708790048,18.9500830804715,17.071046312189766,99.47908086296812 
 04/21  08:00:00,15.1,14.834519455956082,21.546090486819464,21.47785663399897,21.932794580261306,21.339817980288019,17.3953612180853,21.11114021698444,17.048782349889789,8066.8421915457 
 04/21  09:00:00,15.6,15.513164953145055,23.859346562396504,24.06321497500885,24.597181432318064,22.874887001059457,17.429928113908006,23.074010107666557,17.060684158458753,910.7534933092082 
 04/21  10:00:00,15.3,16.34807464205398,24.162393921317635,24.089802490786505,25.073067426178644,22.814632538191576,17.543429501703004,22.83611065701934,17.119690675349177,273.8416627348927 
 04/21  11:00:00,15.0,17.215751147653607,23.62355702569961,23.0971488901067,24.437647516353107,22.779964188226339,17.73228974384495,22.72999625386628,17.22722483444885,512.5986505223672 
 04/21  12:00:00,14.7,17.99362870982209,23.024352332756736,22.579611495019429,23.772118665440787,22.83743779639203,17.94734494509806,22.8143636284887,17.360197449038006,785.3744402248216 
 04/21  13:00:00,13.5,18.524808784528564,22.953815190395458,22.67292158897348,23.279607582209104,22.847031675277159,18.143710507099664,22.83313680549705,17.496036975631797,709.5820488535185 
 04/21  14:00:00,12.3,18.819730074137256,22.92198272713334,22.810875604538695,23.002555549581815,22.84050454671688,18.330376063134769,22.817739498554965,17.64396911027073,946.9621513755801 
 04/21  15:00:00,11.1,18.599515299254614,22.815289260197895,22.8107208414908,22.93164276447677,22.79568640621779,18.414892622598879,22.78856154733504,17.746906420680707,1239.020136904218 
 04/21  16:00:00,10.7,18.401968562858053,22.90024564537475,22.761822617652134,22.948610722262378,22.870764375048116,18.51803757373484,22.847936161292567,17.884168967782175,948.8110886956695 
 04/21  17:00:00,10.3,17.880780573863434,22.858441843584907,22.76112331715063,22.904173676029126,22.81589560019666,18.525941679221647,22.80075223883573,17.93356853769958,1385.1061384577633 
